raw_material,impact,unit,iso2c,value,iso3c,allocation,FAOSTAT_name
Linseed,Global warming,kg CO2 eq,RU,0.972177,RUS,Energetic allocation,Linseed
Linseed,Global warming,kg CO2 eq,SE,0.719584,SWE,Energetic allocation,Linseed
Linseed,Global warming,kg CO2 eq,SK,1.637707,SVK,Energetic allocation,Linseed
Linseed,Global warming,kg CO2 eq,UA,0.984551,UKR,Energetic allocation,Linseed
Linseed,Global warming,kg CO2 eq,US,0.918099,USA,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,AR,3.14e-6,ARG,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,AT,1.24e-5,AUT,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,BE,4.55e-5,BEL,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,BG,1.4e-5,BGR,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,BY,3.79e-5,BLR,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,CA,1.36e-5,CAN,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,CN,9.47e-6,CHN,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,CZ,1.23e-5,CZE,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,DE,1.4e-5,DEU,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,DK,1.63e-4,DNK,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,ES,1.13e-5,ESP,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,FR,7.4e-6,FRA,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,GB,1.11e-5,GBR,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,HU,1.27e-5,HUN,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,IN,1.35e-5,IND,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,IT,3.17e-5,ITA,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,LT,1.25e-5,LTU,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,LV,1.05e-5,LVA,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,PL,9.47e-6,POL,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,RO,8.49e-6,ROU,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,RU,6.4e-6,RUS,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,SE,1.01e-5,SWE,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,SK,1.59e-5,SVK,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,UA,7.34e-6,UKR,Energetic allocation,Linseed
Linseed,Stratospheric ozone depletion,kg CFC11 eq,US,1e-5,USA,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,AR,0.029295,ARG,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,AT,0.027439,AUT,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,BE,0.069698,BEL,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,BG,0.039748,BGR,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,BY,0.061841,BLR,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,CA,0.0188,CAN,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,CN,0.05084,CHN,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,CZ,0.020026,CZE,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,DE,0.024276,DEU,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,DK,0.152831,DNK,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,ES,0.22427,ESP,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,FR,0.048326,FRA,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,GB,0.017473,GBR,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,HU,0.024919,HUN,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,IN,0.03155,IND,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,IT,0.060639,ITA,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,LT,0.022578,LTU,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,LV,0.020458,LVA,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,PL,0.019958,POL,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,RO,0.015769,ROU,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,RU,0.021324,RUS,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,SE,0.015035,SWE,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,SK,0.050345,SVK,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,UA,0.027329,UKR,Energetic allocation,Linseed
Linseed,Ionizing radiation,kBq Co-60 eq,US,0.047277,USA,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,AR,0.001887,ARG,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,AT,0.005608,AUT,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,BE,0.002365,BEL,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,BG,0.006453,BGR,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,BY,0.015113,BLR,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,CA,0.002924,CAN,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,CN,0.00634,CHN,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,CZ,0.002771,CZE,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,DE,0.002865,DEU,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,DK,0.041045,DNK,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,ES,0.01201,ESP,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,FR,0.003076,FRA,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,GB,0.00115,GBR,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,HU,0.005047,HUN,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,IN,0.017505,IND,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,IT,0.015543,ITA,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,LT,0.004488,LTU,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,LV,0.003853,LVA,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,PL,0.003618,POL,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,RO,0.00388,ROU,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,RU,0.003272,RUS,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,SE,0.002834,SWE,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,SK,0.004441,SVK,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,UA,0.004539,UKR,Energetic allocation,Linseed
Linseed,"Ozone formation, Human health",kg NOx eq,US,0.002908,USA,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,AR,5.3e-4,ARG,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,AT,0.007068,AUT,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,BE,0.043492,BEL,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,BG,0.002545,BGR,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,BY,0.008794,BLR,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,CA,0.001249,CAN,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,CN,0.005278,CHN,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,CZ,0.004023,CZE,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,DE,0.005874,DEU,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,DK,0.022896,DNK,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,ES,0.004127,ESP,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,FR,0.001874,FRA,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,GB,0.003053,GBR,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,HU,0.00315,HUN,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,IN,0.004755,IND,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,IT,0.015676,ITA,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,LT,0.002813,LTU,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,LV,0.00223,LVA,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,PL,0.002837,POL,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,RO,0.001972,ROU,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,RU,0.001305,RUS,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,SE,0.001138,SWE,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,SK,0.005241,SVK,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,UA,0.001695,UKR,Energetic allocation,Linseed
Linseed,Fine particulate matter formation,kg PM2.5 eq,US,0.001859,USA,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,AR,0.001838,ARG,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,AT,0.007761,AUT,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BE,0.009155,BEL,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BG,0.010147,BGR,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,BY,0.02467,BLR,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CA,0.009254,CAN,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CN,0.002714,CHN,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,CZ,0.003954,CZE,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,DE,0.007754,DEU,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,DK,0.072168,DNK,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,ES,0.017046,ESP,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,FR,0.004529,FRA,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,GB,0.002624,GBR,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,HU,0.006783,HUN,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,IN,0.006977,IND,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,IT,0.026401,ITA,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,LT,0.006036,LTU,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,LV,0.005129,LVA,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,PL,0.00474,POL,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,RO,0.005371,ROU,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,RU,0.004483,RUS,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,SE,0.004466,SWE,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,SK,0.006032,SVK,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,UA,0.005906,UKR,Energetic allocation,Linseed
Linseed,"Ozone formation, Terrestrial ecosystems",kg NOx eq,US,0.002954,USA,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,AR,0.001416,ARG,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,AT,0.011122,AUT,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,BE,0.041652,BEL,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,BG,0.006904,BGR,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,BY,0.024265,BLR,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,CA,0.008802,CAN,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,CN,0.00657,CHN,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,CZ,0.008834,CZE,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,DE,0.010985,DEU,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,DK,0.124437,DNK,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,ES,0.010583,ESP,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,FR,0.004809,FRA,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,GB,0.005112,GBR,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,HU,0.00794,HUN,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,IN,0.00735,IND,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,IT,0.023811,ITA,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,LT,0.007036,LTU,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,LV,0.005644,LVA,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,PL,0.007602,POL,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,RO,0.004841,ROU,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,RU,0.003826,RUS,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,SE,0.005605,SWE,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,SK,0.011098,SVK,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,UA,0.004105,UKR,Energetic allocation,Linseed
Linseed,Terrestrial acidification,kg SO2 eq,US,0.005555,USA,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,AR,2.86e-4,ARG,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,AT,0.001618,AUT,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,BE,0.006285,BEL,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,BG,3.55e-4,BGR,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,BY,0.00281,BLR,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,CA,8.19e-4,CAN,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,CN,9.85e-4,CHN,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,CZ,8.48e-4,CZE,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,DE,0.001245,DEU,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,DK,0.011493,DNK,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,ES,0.001318,ESP,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,FR,9.74e-4,FRA,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,GB,4.65e-4,GBR,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,HU,9.53e-4,HUN,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,IN,9.85e-4,IND,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,IT,0.002468,ITA,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,LT,9.32e-4,LTU,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,LV,6.42e-4,LVA,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,PL,0.001094,POL,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,RO,3.59e-4,ROU,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,RU,5.17e-4,RUS,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,SE,5.62e-4,SWE,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,SK,0.001278,SVK,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,UA,4.58e-4,UKR,Energetic allocation,Linseed
Linseed,Freshwater eutrophication,kg P eq,US,5.95e-4,USA,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,AR,1.37e-4,ARG,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,AT,0.003138,AUT,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,BE,0.01269,BEL,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,BG,6.16e-4,BGR,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,BY,0.01028,BLR,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,CA,0.003137,CAN,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,CN,0.001034,CHN,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,CZ,0.002661,CZE,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,DE,0.003221,DEU,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,DK,0.044879,DNK,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,ES,6.69e-4,ESP,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,FR,0.001689,FRA,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,GB,0.002992,GBR,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,HU,2.41e-4,HUN,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,IN,0.001976,IND,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,IT,0.0045,ITA,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,LT,0.003478,LTU,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,LV,0.002954,LVA,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,PL,0.001346,POL,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,RO,8.01e-4,ROU,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,RU,0.001304,RUS,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,SE,0.002823,SWE,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,SK,0.003188,SVK,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,UA,7.4e-4,UKR,Energetic allocation,Linseed
Linseed,Marine eutrophication,kg N eq,US,0.001557,USA,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",AR,7.739542,ARG,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",AT,20.43123,AUT,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",BE,65.32664,BEL,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",BG,6.19476,BGR,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",BY,20.6299,BLR,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",CA,7.300093,CAN,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",CN,48.94476,CHN,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",CZ,10.15031,CZE,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",DE,18.24354,DEU,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",DK,50.96047,DNK,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",ES,31.06666,ESP,Energetic allocation,Linseed
Linseed,Terrestrial ecotoxicity,"kg 1,4-DCB",FR,16.54047,FRA,Energetic allocation,Linseed
